id,activitydate,week,day_of_week,totalminutesasleep,totaltimeinbed,sleep_efficiency_%,sleep_quality_score_0_10,sleep_debt_min_7day,sleep_debt_score_0_10,sleep_variability_7day,sleep_variability_7day_score_0_10,circadian_disruption_score_0_10,cumulative_weekly_sleep_quality_score_0_10,totalsteps,active_minutes,activity_intensity,activity_intensity_score_0_10,steps_per_active_minute,steps_per_active_minute_score_0_10,calories,calories_per_active_minute,calories_per_active_minute_score_0_10,calories_per_step,calories_per_step_score_0_10,step_variability_7day,step_variability_7day_score_0_10,cumulative_weekly_steps,cumulative_weekly_steps_score_0_10,min_heart_rate,max_heart_rate,avg_heart_rate,heart_rate_reserve,heart_rate_reserve_score_0_10,heart_rate_variability,hr_variability_score_0_10,totalsteps_7day_avg,totalsteps_7day_trend_%,calories_7day_avg,calories_7day_trend_%,active_minutes_7day_avg,active_minutes_7day_trend_%,sleep_quality_score_0_10_7day_avg,sleep_quality_score_0_10_7day_trend_%,recovery_score_0_10_7day_avg,recovery_score_0_10_7day_trend_%,recovery_score_0_10,recovery_strain_balance_score_0_10,health_score_0_10,fitness_score_0_10,cvd_risk_score_0_10,cvd_risk_category
1503960366,2016-04-12,15,Tuesday,327.0,346.0,94.50866778876683,3.901733557753366,153.0,4.25,,,8.309999999999999,4.925757665761078,13162,366.0,681.0,10.0,35.961747651318376,6.490436912829594,1985,5.423497119576582,4.808742798941454,0.15081294624615335,2.0325178498461343,,,66493,4.4990000000000006,53.96,134.2,79.25098780914804,80.23999999999998,4.031999999999997,80.23999999999998,10.0,11029.75,0.0,1825.75,0.0,279.25,0.0,5.2379234527427165,0.0,4.6470685667679605,0.0,4.277485396170943,0.8846721770746877,5.862726633873508,6.156870435009525,4.6831267208667136,Low Risk
1503960366,2016-04-13,15,Wednesday,384.0,407.0,94.34889203073976,5.069778406147953,249.0,6.916666666666666,40.30508652763321,2.2391714737574,5.2749999999999995,4.925757665761078,10735,257.0,508.5,10.0,41.770426390255786,7.942606597563946,1797,6.992217626761961,8.730544066904901,0.16739636686781895,2.6958546747127583,1716.148157939751,5.72049385979917,66493,4.4990000000000006,52.36,134.88,74.40920950238305,82.52,4.335999999999999,82.52,10.0,11357.6,-12.292964595046346,1833.2,-6.314021830394623,276.8,-19.85428051001822,4.89606073206551,19.957707364435418,4.552257004978342,5.097271367943593,4.604537953721427,0.9880493830320578,6.386010725954282,6.445485431359081,4.30873597131742,Low Risk
1503960366,2016-04-14,15,Thursday,409.2,447.76,91.3882416609737,5.737648332194741,319.8,8.883333333333335,42.11270592113501,2.3395947733963895,4.795,4.925757665761078,10460,222.0,484.5,10.0,47.11711499472455,9.279278748681138,1776,7.999999639639656,10.0,0.16978967478987603,2.7915869915950413,1486.9856533717243,4.956618844572414,66493,4.4990000000000006,50.48,139.44,72.44798689480645,88.96000000000001,5.194666666666667,88.96000000000001,10.0,11082.166666666666,-16.999153406994154,1815.6666666666667,-8.722562072688016,267.6666666666667,-30.991412958626068,5.746717276721259,35.44120160683619,4.791047504148619,9.051812359868855,4.791541533014527,1.0488477506193385,6.685216452823244,6.850206473155714,4.0227565090005015,Low Risk
1503960366,2016-04-15,15,Friday,412.0,442.0,93.21266757437404,6.242533514874808,387.8,10.0,39.43107911280137,2.190615506266743,4.785,4.925757665761078,9762,272.0,589.5,10.0,35.889704562878514,6.472426140719628,1745,6.415440940608789,7.288602351521973,0.17875435343294985,3.150174137317994,1479.3210999193743,4.931070333064581,66493,4.4990000000000006,51.84,131.32,72.88413998338899,79.47999999999999,3.930666666666665,79.47999999999999,9.913333333333332,11358.857142857143,-21.7099731550423,1830.7142857142858,-10.518891687657428,271.0,-28.16029143897996,5.503697725351705,48.535944396781716,4.723435363098477,12.16933290357444,4.914709384164946,1.0895479029437352,6.896368347997247,6.482928561653804,4.020327173438706,Low Risk
1503960366,2016-04-16,15,Saturday,340.0,367.0,92.6430492467834,3.5286098493566813,527.8,10.0,39.2016326190632,2.1778684788368445,5.945,4.925757665761078,12669,267.0,577.5,10.0,47.44943642511475,9.362359106278687,1863,6.977527828557011,8.693819571392527,0.14705185875203106,1.8820743500812422,1476.0492200465403,4.920164066821801,66493,4.4990000000000006,51.88,144.56,76.5768681143907,92.68,5.690666666666667,92.68,10.0,11693.714285714286,-12.438054810770014,1837.857142857143,-8.261964735516372,268.0,-27.586814736470995,5.517735703708369,18.54938017073332,4.727365997038343,4.627777231668422,4.1730107578198705,0.852459631822092,5.6955672125117935,6.679196469832975,4.618366592168621,Low Risk
1503960366,2016-04-17,15,Sunday,700.0,712.0,98.31460536074992,10.0,527.8,10.0,137.45653858583813,7.636474365879896,4.26,4.925757665761078,9705,222.0,534.0,10.0,43.716214247017376,8.429053561754344,1728,7.783783433162908,10.0,0.1780525500483745,3.1221020019349806,1482.6186855245912,4.94206228508197,66493,4.4990000000000006,52.68,132.76,75.29578739168984,80.07999999999998,4.010666666666665,80.07999999999998,10.0,11666.42857142857,-19.461267766996382,1836.2857142857142,-10.641717644236532,266.2857142857143,-33.55885159163848,5.3649102171158045,88.51608595376345,4.684574860792425,22.553302041883132,5.985,1.4641844755957152,8.59475,7.1007333333333325,2.897355,Low Risk
1503960366,2016-04-18,16,Monday,374.16,408.08,91.6879020856719,4.0455804171343805,633.64,10.0,127.16207970258162,7.064559983476757,6.1850000000000005,4.653527904299265,13019,291.0,649.5,10.0,44.73883007770344,8.68470751942586,1921,6.601374343595384,7.75343585898846,0.14755357543009942,1.9021430172039768,1538.7338332290642,5.129112777430214,86062,7.2945714285714285,49.4,147.04,73.93048202292442,97.63999999999999,6.351999999999998,97.64,10.0,11574.857142857143,-10.201522636748365,1836.142857142857,-6.903746603462979,268.57142857142856,-26.973882363065275,4.9534093648825595,45.76744030551079,4.569354622167117,11.662369327843974,4.317762516797626,0.8971967535541904,5.927170026876202,6.991310545072961,4.3973508216962,Low Risk
1503960366,2016-04-19,16,Tuesday,304.0,320.0,94.9999970312501,3.999999406250021,656.64,10.0,130.25256871610196,7.23625381756122,6.67,4.653527904299265,15506,345.0,789.0,10.0,44.9449262334804,8.7362315583701,2035,5.898550553665202,5.996376384163005,0.13123952010109666,1.2495808040438663,2135.758078863,7.11919359621,86062,7.2945714285714285,52.08,141.2,77.2184629337286,89.11999999999999,5.215999999999998,89.11999999999999,10.0,12003.714285714286,27.357858795829376,1847.857142857143,8.051038695288302,261.57142857142856,19.08759459542265,4.964460333679397,-4.451146464131442,4.575048893430231,-1.3846979310703964,4.304999833750006,0.8932217183463861,5.90674973400001,6.586599907375003,4.529995174087493,Low Risk
1503960366,2016-04-20,16,Wednesday,360.0,377.0,95.49071364746118,4.0,680.64,10.0,131.59407368332145,7.310781871295636,5.324999999999999,4.653527904299265,10544,245.0,511.5,10.0,43.036732937276206,8.259183234319051,1786,7.289795620824669,9.474489052061672,0.16938543231279835,2.7754172925119343,2151.211817956169,7.170706059853896,86062,7.2945714285714285,52.2,133.92,75.24864849748745,81.71999999999998,4.229333333333331,81.71999999999998,10.0,12246.857142857143,15.747429276885324,1860.142857142857,4.943427679648154,269.7142857142857,24.090231964247714,5.010670761442122,-23.002498756431322,4.587987813203795,-7.7184202156706485,4.305,0.8932217700878887,5.90675,6.241266666666665,4.633595000000001,Low Risk
1503960366,2016-04-21,16,Thursday,325.0,364.0,89.28571183281012,2.857142366562025,764.8399999999999,10.0,135.9043005031044,7.550238916839133,5.415,4.653527904299265,9819,238.0,454.5,10.0,41.25630078755039,7.814075196887597,1775,7.457982879916686,9.894957199791714,0.18077197252187396,3.2308789008749588,2223.551920432069,7.411839734773563,86062,7.2945714285714285,51.56,138.96,75.69360832352247,87.4,4.986666666666667,87.4,10.0,12294.57142857143,12.277882904464844,1868.7142857142858,4.263249328790916,278.2857142857143,-5.587077350625294,4.653527904299265,-41.91214956332501,4.4879878132037945,-14.538595195708107,3.9849998626373666,0.7955033847555982,5.394749780219787,6.328047542517009,4.889160858124015,Low Risk
